,movie,chapter,character,dialog,gender,releaseYear
4184,Harry Potter and the Philosopher's Stone,Ron and Hermione,ron weasley,Wicked.,male,2001
4185,Harry Potter and the Philosopher's Stone,Ron and Hermione,woman,"Anything off the trolley, dears?",female,2001
4186,Harry Potter and the Philosopher's Stone,Ron and Hermione,ron weasley,"No, thanks, I'm all set.",male,2001
4187,Harry Potter and the Philosopher's Stone,Ron and Hermione,harry potter,We'll take the lot!,male,2001
4188,Harry Potter and the Philosopher's Stone,Ron and Hermione,ron weasley,Whoa!,male,2001
4189,Harry Potter and the Philosopher's Stone,Ron and Hermione,harry potter,Bertie Bott's Every Flavour Beans?,male,2001
4190,Harry Potter and the Philosopher's Stone,Ron and Hermione,ron weasley,"They mean every flavour! There's chocolate and peppermint, and there's also spinach, liver and tripe. George sweared he got a bogey-flavoured one once!",male,2001
4191,Harry Potter and the Philosopher's Stone,Ron and Hermione,harry potter,"These aren't real chocolate frogs, are they?",male,2001
4192,Harry Potter and the Philosopher's Stone,Ron and Hermione,ron weasley,"It's just a spell. Besides, it's the cards you want. Each pack's got a famous witch or wizard. I got about 500 meself.  Watch it!  Oh, that's rotten luck. They've only got one good jump in them to begin with.",male,2001
4193,Harry Potter and the Philosopher's Stone,Ron and Hermione,harry potter,I got Dumbledore!,male,2001
4194,Harry Potter and the Philosopher's Stone,Ron and Hermione,ron weasley,I got about 6 of him.,male,2001
4195,Harry Potter and the Philosopher's Stone,Ron and Hermione,harry potter,"Hey, he's gone!",male,2001
4196,Harry Potter and the Philosopher's Stone,Ron and Hermione,ron weasley,"Well, you can't expect him to hang around all day, can you?  This is Scabbers, by the way, pathetic, isn't he?",male,2001
4197,Harry Potter and the Philosopher's Stone,Ron and Hermione,harry potter,A little.,male,2001
4198,Harry Potter and the Philosopher's Stone,Ron and Hermione,ron weasley,Fred gave me a spell as to turn him yellow. Want to see?,male,2001
4199,Harry Potter and the Philosopher's Stone,Ron and Hermione,harry potter,Yeah!,male,2001
4200,Harry Potter and the Philosopher's Stone,Ron and Hermione,ron weasley,Ahem. Sun-,male,2001
4201,Harry Potter and the Philosopher's Stone,Ron and Hermione,hermione granger,Has anyone seen a toad? A boy named Neville's lost one.,female,2001
4202,Harry Potter and the Philosopher's Stone,Ron and Hermione,ron weasley,No.,male,2001
4203,Harry Potter and the Philosopher's Stone,Ron and Hermione,hermione granger,"Oh, are you doing magic? Let's see then.",female,2001
4204,Harry Potter and the Philosopher's Stone,Ron and Hermione,ron weasley,"Sunshine, daises, butter mellow, turn this stupid fat rat yellow!",male,2001
4205,Harry Potter and the Philosopher's Stone,Ron and Hermione,hermione granger,"Are you sure that's a real spell? Well, it's not very good, is it? Of course I've only tried a few simple spells myself, and they've all worked for me. For example...  Oculus Reparo.  That's better, isn't it? Holy Cricket, you're Harry Potter. I'm Hermione Granger...and you are...?",female,2001
4206,Harry Potter and the Philosopher's Stone,Ron and Hermione,ron weasley,I'm...Ron Weasley.,male,2001
4207,Harry Potter and the Philosopher's Stone,Ron and Hermione,hermione granger,"Pleasure. You two better change into your robes. I expect we'll be arriving soon.  You've got dirt, on your nose, by the way, did you know? Just there.",female,2001
4208,Harry Potter and the Philosopher's Stone,Welcome to Hogwarts,rubeus hagrid,"Right, then! First years! This way, please! Come on, now, don't be shy! Come on now, hurry up!",male,2001
4209,Harry Potter and the Philosopher's Stone,Welcome to Hogwarts,rubeus hagrid,"Hello, Harry.",male,2001
4210,Harry Potter and the Philosopher's Stone,Welcome to Hogwarts,harry potter,"Hey, Hagrid.",male,2001
4211,Harry Potter and the Philosopher's Stone,Welcome to Hogwarts,ron weasley,Whoaa!,male,2001
4212,Harry Potter and the Philosopher's Stone,Welcome to Hogwarts,rubeus hagrid,"Right then. This way to the boats! Come on, now, follow me.",male,2001
4213,Harry Potter and the Philosopher's Stone,Welcome to Hogwarts,ron weasley,Wicked.,male,2001
4214,Harry Potter and the Philosopher's Stone,Welcome to Hogwarts,minerva mcgonagall,"Welcome to Hogwarts. Now, in a few moments, you will pass through these doors and join your classmates. But before you can take your seats, you must be sorted into your houses. They are Gryffindor, Hufflepuff, Ravenclaw, and Slytherin. Now while you’re here, your house will be like your family. Your triumphs will earn you house points. Any rule breaking, and you will lose points. At the end of the year, the house with the most points is awarded the house cup.",female,2001
4215,Harry Potter and the Philosopher's Stone,Welcome to Hogwarts,neville longbottom,Trevor!  Sorry.,male,2001
4216,Harry Potter and the Philosopher's Stone,Welcome to Hogwarts,minerva mcgonagall,The sorting ceremony will begin momentarily.,female,2001
4217,Harry Potter and the Philosopher's Stone,Welcome to Hogwarts,draco malfoy,"It's true then, what they're saying on the train. Harry Potter has come to Hogwarts.  This is Crabbe and Goyle. And I'm Malfoy...Draco Malfoy.  Think my name's funny, do you? No need to ask yours. Red hair, and a hand-me-down robe? You must be a Weasley. Well, soon find that some wizarding families are better than others, Potter. Don’t want to go making friends with the wrong sort. I can help you there.",male,2001
4218,Harry Potter and the Philosopher's Stone,Welcome to Hogwarts,harry potter,"I think I can tell who the wrong sort are for myself, thanks.",male,2001
4219,Harry Potter and the Philosopher's Stone,Welcome to Hogwarts,minerva mcgonagall,We're ready for you now. Follow me.,female,2001
4220,Harry Potter and the Philosopher's Stone,The Sorting Hat,hermione granger,"It's not real, the ceiling. It's just bewitched to look like the night sky. I read about it in Hogwarts: A History.",female,2001
4221,Harry Potter and the Philosopher's Stone,The Sorting Hat,minerva mcgonagall,"Will you wait along here, please? Now, before we begin, Professor Dumbledore would like to say a few words.",female,2001
4222,Harry Potter and the Philosopher's Stone,The Sorting Hat,albus dumbledore,"I have a few start of term notices I wish to announce. The first years please note that the dark forest is strictly forbidden to all students. Also, our caretaker, Mr. Filch  has asked me to remind you that the 3rd floor corridor on the right hand side is out of bounds to everyone who does not wish to die a most painful death. Thank you.",male,2001
4223,Harry Potter and the Philosopher's Stone,The Sorting Hat,minerva mcgonagall,"When I call your name, you will come forth, I shall place the sorting hat on your head, and you will be sorted into your houses. Hermione Granger.",female,2001
4224,Harry Potter and the Philosopher's Stone,The Sorting Hat,hermione granger,"Oh, no. Okay, relax.",female,2001
4225,Harry Potter and the Philosopher's Stone,The Sorting Hat,ron weasley,"Mental that one, I'm telling you.",male,2001
4226,Harry Potter and the Philosopher's Stone,The Sorting Hat,sorting hat,"Ah, right then...hmm...right. Okay...Gryffindor!!",none,2001
4227,Harry Potter and the Philosopher's Stone,The Sorting Hat,minerva mcgonagall,Draco Malfoy.,female,2001
4228,Harry Potter and the Philosopher's Stone,The Sorting Hat,sorting hat,SLYTHERIN!,none,2001
4229,Harry Potter and the Philosopher's Stone,The Sorting Hat,ron weasley,There isn't a witch or wizard who went bad who wasn’t in Slytherin.,male,2001
4230,Harry Potter and the Philosopher's Stone,The Sorting Hat,minerva mcgonagall,Susan Bones.,female,2001
4231,Harry Potter and the Philosopher's Stone,The Sorting Hat,harry potter,Ahh!,male,2001
4232,Harry Potter and the Philosopher's Stone,The Sorting Hat,ron weasley,"Harry, what is it?",male,2001
4233,Harry Potter and the Philosopher's Stone,The Sorting Hat,harry potter,"Nothing... nothing, I'm fine.",male,2001
4234,Harry Potter and the Philosopher's Stone,The Sorting Hat,sorting hat,Let's see...I know...Hufflepuff!,none,2001
4235,Harry Potter and the Philosopher's Stone,The Sorting Hat,minerva mcgonagall,Ronald Weasley.,female,2001
4236,Harry Potter and the Philosopher's Stone,The Sorting Hat,sorting hat,Ha! Another Weasley. I know just what to do with you... Gryffindor!!,none,2001
4237,Harry Potter and the Philosopher's Stone,The Sorting Hat,minerva mcgonagall,Harry Potter.,female,2001
4238,Harry Potter and the Philosopher's Stone,The Sorting Hat,sorting hat,"Hmm...difficult, very difficult. Plenty of courage I see, not a bad mind, either. There's talent, oh yes, and a thirst to prove yourself. But where to put you?",none,2001
4239,Harry Potter and the Philosopher's Stone,The Sorting Hat,harry potter,Not Slytherin. Not Slytherin.,male,2001
4240,Harry Potter and the Philosopher's Stone,The Sorting Hat,sorting hat,"Not Slytherin, eh? Are you sure? You could be great, you know. It’s all here in your head. And Slytherin will help you on the way to greatness! There's no doubt about that. No?",none,2001
4241,Harry Potter and the Philosopher's Stone,The Sorting Hat,harry potter,Not Slytherin...anything but Slytherin.,male,2001
4242,Harry Potter and the Philosopher's Stone,The Sorting Hat,sorting hat,"Well, if you're sure... better be... GRYFFINDOR!!",none,2001
4243,Harry Potter and the Philosopher's Stone,The Sorting Hat,fred weasley,We got Potter! We got Potter!,male,2001
4244,Harry Potter and the Philosopher's Stone,The Sorting Hat,george weasley,We got Potter! We got Potter!,male,2001
4245,Harry Potter and the Philosopher's Stone,Nick and Other Residents,minerva mcgonagall,"Your attention, please.",female,2001
4246,Harry Potter and the Philosopher's Stone,Nick and Other Residents,albus dumbledore,Let the feast...begin.,male,2001
4247,Harry Potter and the Philosopher's Stone,Nick and Other Residents,harry potter,Wow.,male,2001
4248,Harry Potter and the Philosopher's Stone,Nick and Other Residents,seamus finnigan,I'm half and half. Me dad's a Muggle. Mam's a witch. Bit of a nasty shock for him when he found out.,male,2001
4249,Harry Potter and the Philosopher's Stone,Nick and Other Residents,harry potter,"Say, Percy, who's that teacher talking to Professor Quirrell?",male,2001
4250,Harry Potter and the Philosopher's Stone,Nick and Other Residents,percy weasley,"Oh, that's Professor Snape, head of Slytherin house.",male,2001
4251,Harry Potter and the Philosopher's Stone,Nick and Other Residents,harry potter,What's he teach?,male,2001
4252,Harry Potter and the Philosopher's Stone,Nick and Other Residents,percy weasley,Potions. But everyone knows it's the Dark Arts he fancies. He's been after Quirrell’s job for years.,male,2001
4253,Harry Potter and the Philosopher's Stone,Nick and Other Residents,ron weasley,Ahh!,male,2001
4254,Harry Potter and the Philosopher's Stone,Nick and Other Residents,nearly headless nick,Hello! How are you? Welcome to Gryffindor.,male,2001
4255,Harry Potter and the Philosopher's Stone,Nick and Other Residents,bloody baron,Whoo-hoo-hoo!,male,2001
4256,Harry Potter and the Philosopher's Stone,Nick and Other Residents,girl,"Look, it’s the Bloody Baron!",female,2001
4257,Harry Potter and the Philosopher's Stone,Nick and Other Residents,percy weasley,"Hello, Sir Nicholas. Have a nice summer?",male,2001
4258,Harry Potter and the Philosopher's Stone,Nick and Other Residents,nearly headless nick,"Dismal. Once again, my request to join the headless hunt has been denied.",male,2001
4259,Harry Potter and the Philosopher's Stone,Nick and Other Residents,ron weasley,I know you! You're Nearly Headless Nick!,male,2001
4260,Harry Potter and the Philosopher's Stone,Nick and Other Residents,nearly headless nick,I prefer Sir Nicholas if you don't mind.,male,2001
4261,Harry Potter and the Philosopher's Stone,Nick and Other Residents,hermione granger,Nearly headless? How can you be nearly headless?,female,2001
4262,Harry Potter and the Philosopher's Stone,Nick and Other Residents,nearly headless nick,Like this.,male,2001
4263,Harry Potter and the Philosopher's Stone,Nick and Other Residents,ron weasley,Ahh!,male,2001
4264,Harry Potter and the Philosopher's Stone,Nick and Other Residents,percy weasley,"Gryffindors, follow me, please. Keep up. Thank you.",male,2001
4265,Harry Potter and the Philosopher's Stone,Nick and Other Residents,boy,"Ravenclaws, follow me. This way.",male,2001
4266,Harry Potter and the Philosopher's Stone,Nick and Other Residents,percy weasley,"This is the most direct path to the dormitories. Oh, and keep an eye on the staircases...they like to change.",male,2001
4267,Harry Potter and the Philosopher's Stone,Nick and Other Residents,percy weasley,"Keep up, please, and follow me. Quickly now, come on. Come on.",male,2001
4268,Harry Potter and the Philosopher's Stone,Nick and Other Residents,neville longbottom,"Seamus, that picture's moving!",male,2001
4269,Harry Potter and the Philosopher's Stone,Nick and Other Residents,ron weasley,"Look at that one, Harry!",male,2001
4270,Harry Potter and the Philosopher's Stone,Nick and Other Residents,harry potter,I think she fancies you.,male,2001
4271,Harry Potter and the Philosopher's Stone,Nick and Other Residents,girl,"Oh, look! Look! Who's that girl?",female,2001
4272,Harry Potter and the Philosopher's Stone,Nick and Other Residents,man in a painting,Welcome to Hogwarts.,male,2001
4273,Harry Potter and the Philosopher's Stone,Nick and Other Residents,girl,Who's that?,female,2001
4274,Harry Potter and the Philosopher's Stone,Nick and Other Residents,the fat lady,Password?,female,2001
4275,Harry Potter and the Philosopher's Stone,Nick and Other Residents,percy weasley,"Caput Draconis.  Follow me, everyone. Keep up, quickly, come on.",male,2001
4276,Harry Potter and the Philosopher's Stone,Nick and Other Residents,girl,"Oh, wow.",female,2001
4277,Harry Potter and the Philosopher's Stone,Nick and Other Residents,percy weasley,"Gather 'round here. Welcome to the Gryffindor Common Room. Boy's dormitories, upstairs and down to your left. Girls, the same on your right. You'll find that your belongings have already been brought up.",male,2001
4278,Harry Potter and the Philosopher's Stone,Potions and Parcels,ron weasley,"Whew, we made it. Can you imagine the look on McGonagall's face if we were late?",male,2001
4279,Harry Potter and the Philosopher's Stone,Potions and Parcels,ron weasley,That was bloody brilliant.,male,2001
4280,Harry Potter and the Philosopher's Stone,Potions and Parcels,minerva mcgonagall,"Thank you for that assessment, Mr. Weasley. Perhaps if I were to transfigure Mr. Potter and yourself into a pocketwatch, that way one of you might be on time.",female,2001
4281,Harry Potter and the Philosopher's Stone,Potions and Parcels,harry potter,We got lost.,male,2001
4282,Harry Potter and the Philosopher's Stone,Potions and Parcels,minerva mcgonagall,Then perhaps a map? I trust you don't need one to find your seats.,female,2001
4283,Harry Potter and the Philosopher's Stone,Potions and Parcels,severus snape,"There will be no foolish wand waving or silly incantations in this class. As such, I don't expect many of you to appreciate the subtle science and exact art that is potion making. However, for those select few...  who possess the predisposition, I can teach you how to bewitch the mind and ensnare the senses. I can tell you how to bottle fame, brew glory and even put a stopper...  in death.  Then again, maybe some of you have come to Hogwarts in possession of abilities so formidable that you feel confidant enough to not...pay...attention.  Mr. Potter. Our...new...celebrity. Tell me, what would I get if I added powdered root of asphodel to an infusion of wormwood?  You don't know? Well, let's try again. Where, Mr. Potter, would you look if I asked you to find me a bezoar?",male,2001
4284,Harry Potter and the Philosopher's Stone,Potions and Parcels,harry potter,"I don't know, sir.",male,2001
4285,Harry Potter and the Philosopher's Stone,Potions and Parcels,severus snape,And what is the difference between monkshood and wolfbane?,male,2001
4286,Harry Potter and the Philosopher's Stone,Potions and Parcels,harry potter,"I don't know, sir.",male,2001
4287,Harry Potter and the Philosopher's Stone,Potions and Parcels,severus snape,"Pity. Clearly, fame isn't everything...  is it, Mr. Potter?",male,2001
4288,Harry Potter and the Philosopher's Stone,Potions and Parcels,harry potter,"Clearly, Hermione knows. Since it's a pity not to ask her.",male,2001
4289,Harry Potter and the Philosopher's Stone,Potions and Parcels,severus snape,"Silence.  And put her hand down, you silly girl.  For your information, Potter... asphodel and wormwood make a sleeping potion so powerful, it is known as the Draught of Living Death. A bezoar is a stone taken from the stomach of a goat and it will save you from most poisons. As for monkshood and wolfsbane, they are the same plant, which also goes by the name of aconite.  Well?  Why aren't you all copying this down?  And Gryffindors, note that five points, will be taken from your house... for your classmate's cheek.",male,2001
4290,Harry Potter and the Philosopher's Stone,Potions and Parcels,seamus finnigan,"Eye of rabbit, harp string hum. Turn this water, into rum.  Eye of rabbit, harp string hum...",male,2001
4291,Harry Potter and the Philosopher's Stone,Potions and Parcels,harry potter,What's Seamus trying to do to that glass of water?,male,2001
4292,Harry Potter and the Philosopher's Stone,Potions and Parcels,ron weasley,"Turn it into rum. Actually managed a weak tea yesterday, before-",male,2001
4293,Harry Potter and the Philosopher's Stone,Potions and Parcels,ron weasley,Ah. Mail's here!,male,2001
4294,Harry Potter and the Philosopher's Stone,Potions and Parcels,harry potter,Can I borrow this?  Thanks.,male,2001
4295,Harry Potter and the Philosopher's Stone,Potions and Parcels,seamus finnigan,"Hey, look! Neville's got a Remembrall!",male,2001
4296,Harry Potter and the Philosopher's Stone,Potions and Parcels,hermione granger,"I've read about those. When the smoke turns red,  it means you've forgotten something.",female,2001
4297,Harry Potter and the Philosopher's Stone,Potions and Parcels,neville longbottom,"The only problem is, I can't remember what I've forgotten.",male,2001
4298,Harry Potter and the Philosopher's Stone,Potions and Parcels,harry potter,"Hey, Ron, somebody broke into Gringotts, listen.  Believed to be the work of dark witches or wizards unknown, Gringotts goblins, while acknowledging the breach, insist that nothing was taken. The vault in question, number 713, had in fact been emptied earlier that same day. That's odd. That's the vault Hagrid and I went to.",male,2001
4299,Harry Potter and the Philosopher's Stone,New Seeker,rolanda hooch,"Good afternoon, class.",female,2001
4300,Harry Potter and the Philosopher's Stone,New Seeker,class,"Good afternoon, Madam Hooch.",mixed/unknown,2001
4301,Harry Potter and the Philosopher's Stone,New Seeker,rolanda hooch,"Good afternoon, Amanda, good afternoon.  Welcome to your first flying lesson. Well, what are you waiting for? Everyone step up to the left side of their broomstick. Come on now, hurry up. Stick your right hand over the broom and say, up!",female,2001
4302,Harry Potter and the Philosopher's Stone,New Seeker,class,Up!,mixed/unknown,2001
4303,Harry Potter and the Philosopher's Stone,New Seeker,harry potter,Wow.,male,2001
4304,Harry Potter and the Philosopher's Stone,New Seeker,draco malfoy,Up!,male,2001
4305,Harry Potter and the Philosopher's Stone,New Seeker,rolanda hooch,With feeling!,female,2001
4306,Harry Potter and the Philosopher's Stone,New Seeker,hermione granger,Up. Up. Up. Up.,female,2001
4307,Harry Potter and the Philosopher's Stone,New Seeker,ron weasley,"Up!!  Ooh!  Shut up, Harry.",male,2001
4308,Harry Potter and the Philosopher's Stone,New Seeker,rolanda hooch,"Now, once you've got hold of your broom, I want you to mount it. And grip it tight, you don't want to be sliding off the end.  When I blow my whistle, I want each of you to kick off from the ground, hard. Keep your broom steady, hover for a moment, and then lean forward slightly and touch back down. On my whistle...3...2...",female,2001
4309,Harry Potter and the Philosopher's Stone,New Seeker,neville longbottom,Oh...,male,2001
4310,Harry Potter and the Philosopher's Stone,New Seeker,rolanda hooch,Mr. Longbottom.,female,2001
4311,Harry Potter and the Philosopher's Stone,New Seeker,girl,"Neville, what are you doing?",female,2001
4312,Harry Potter and the Philosopher's Stone,New Seeker,students,Neville...Neville...,mixed/unknown,2001
4313,Harry Potter and the Philosopher's Stone,New Seeker,boy,"We're not supposed to take off, yet.",male,2001
4314,Harry Potter and the Philosopher's Stone,New Seeker,rolanda hooch,M-M-Mr. Longbottom! Mr. Longbottom!,female,2001
4315,Harry Potter and the Philosopher's Stone,New Seeker,neville longbottom,AHH!,male,2001
4316,Harry Potter and the Philosopher's Stone,New Seeker,rolanda hooch,Mr. Longbottom!,female,2001
4317,Harry Potter and the Philosopher's Stone,New Seeker,neville longbottom,Down! Down! Ahhhh!,male,2001
4318,Harry Potter and the Philosopher's Stone,New Seeker,harry potter,Neville!,male,2001
4319,Harry Potter and the Philosopher's Stone,New Seeker,neville longbottom,Help!!!,male,2001
4320,Harry Potter and the Philosopher's Stone,New Seeker,rolanda hooch,Come back down this instant!,female,2001
4321,Harry Potter and the Philosopher's Stone,New Seeker,neville longbottom,AHH!,male,2001
4322,Harry Potter and the Philosopher's Stone,New Seeker,neville longbottom,Help!,male,2001
4323,Harry Potter and the Philosopher's Stone,New Seeker,rolanda hooch,Mr. Longbottom-!,female,2001
4324,Harry Potter and the Philosopher's Stone,New Seeker,neville longbottom,Ahhhh! Whoa! Ahhh!  Oh. Ah...help!  Ahh!,male,2001
4325,Harry Potter and the Philosopher's Stone,New Seeker,rolanda hooch,"Everyone out of the way!  Come on, get up.",female,2001
4326,Harry Potter and the Philosopher's Stone,New Seeker,girl,Is he alright?,female,2001
4327,Harry Potter and the Philosopher's Stone,New Seeker,neville longbottom,Owowowow.,male,2001
4328,Harry Potter and the Philosopher's Stone,New Seeker,rolanda hooch,"Oh, oh, oh, oh dear. It's a broken wrist. Tch, tch, tch. Good boy, come on now, up you get.  Everyone's to keep their feet firmly on the ground while I take Mr. Longbottom to the hospital wing. Understand? If I see a single broom in the air, the one riding it will find themselves out of Hogwarts before they can say, Quidditch.",female,2001
4329,Harry Potter and the Philosopher's Stone,New Seeker,draco malfoy,"Did you see his face? Maybe if the fat lump had given this a squeeze, he'd have remembered to fall on his fat arse.",male,2001
4330,Harry Potter and the Philosopher's Stone,New Seeker,harry potter,"Give it here, Malfoy.",male,2001
4331,Harry Potter and the Philosopher's Stone,New Seeker,draco malfoy,"No. I think I'll leave it somewhere for Longbottom to find.  How 'bout up on the roof?  What's the matter, Potter? Bit beyond your reach?",male,2001
4332,Harry Potter and the Philosopher's Stone,New Seeker,hermione granger,"Harry, no way! You heard what Madam Hooch said! Besides, you don't even know how to fly.  What an idiot.",female,2001
4333,Harry Potter and the Philosopher's Stone,New Seeker,harry potter,"Give it here, Malfoy, or I'll knock you off your broom!",male,2001
4334,Harry Potter and the Philosopher's Stone,New Seeker,draco malfoy,"Is that so?  Have it your way, then!",male,2001
4335,Harry Potter and the Philosopher's Stone,New Seeker,boy,"Good job, Harry!",male,2001
4336,Harry Potter and the Philosopher's Stone,New Seeker,boy 2,"Oh, that was wicked, Harry.",male,2001
4337,Harry Potter and the Philosopher's Stone,New Seeker,minerva mcgonagall,Harry Potter?  Follow me.,female,2001
4338,Harry Potter and the Philosopher's Stone,New Seeker,quirinus quirrell,An iguana s-such as this is...,male,2001
4339,Harry Potter and the Philosopher's Stone,New Seeker,minerva mcgonagall,You wait here.,female,2001
4340,Harry Potter and the Philosopher's Stone,New Seeker,quirinus quirrell,... an essential in-gredient.,male,2001
4341,Harry Potter and the Philosopher's Stone,New Seeker,minerva mcgonagall,"Professor Quirrell, excuse me, excuse me. Could I borrow Wood for a moment, please?",female,2001
4342,Harry Potter and the Philosopher's Stone,New Seeker,quirinus quirrell,"Oh. Y-yes, of course.  And the vampire b-bat...",male,2001
4343,Harry Potter and the Philosopher's Stone,New Seeker,minerva mcgonagall,"Potter, this is Oliver Wood. Wood, I have found you a Seeker!",female,2001
4344,Harry Potter and the Philosopher's Stone,New Seeker,nearly headless nick,Have you heard? Harry Potter's the new Gryffindor Seeker. I always knew he'd do well.,male,2001
4345,Harry Potter and the Philosopher's Stone,New Seeker,ron weasley,Seeker? But first years never make their house teams! You must be the youngest Quidditch player in...,male,2001
4346,Harry Potter and the Philosopher's Stone,New Seeker,harry potter,"A century, according to McGonagall.",male,2001
4347,Harry Potter and the Philosopher's Stone,New Seeker,fred weasley,"Hey, well done, Harry, Wood's just told us!",male,2001
4348,Harry Potter and the Philosopher's Stone,New Seeker,ron weasley,"Fred and George are on the team, too. Beaters.",male,2001
4349,Harry Potter and the Philosopher's Stone,New Seeker,george weasley,"Our job is to make sure that you don't get bloodied up too bad. Can't make any promises, of course. Rough game, Quidditch.",male,2001
4350,Harry Potter and the Philosopher's Stone,New Seeker,fred weasley,Brutal. But no one's died in years. Someone will vanish occasionally...,male,2001
4351,Harry Potter and the Philosopher's Stone,New Seeker,george weasley,But they'll turn up in a month or two!,male,2001
4352,Harry Potter and the Philosopher's Stone,New Seeker,ron weasley,"Oh, go on, Harry, Quidditch is great. Best game there is! And you'll be great, too!",male,2001
4353,Harry Potter and the Philosopher's Stone,New Seeker,harry potter,But I've never even played Quidditch. What if I make a fool of myself?,male,2001
4354,Harry Potter and the Philosopher's Stone,New Seeker,hermione granger,You won't make a fool of yourself. It's in your blood.,female,2001
4355,Harry Potter and the Philosopher's Stone,New Seeker,ron weasley,"Whoa. Harry, you never told me your father was a Seeker, too.",male,2001
4356,Harry Potter and the Philosopher's Stone,New Seeker,harry potter,I-I didn't know.,male,2001
4357,Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,ron weasley,"I'm telling you, it's spooky. She knows more about you than you do.",male,2001
4358,Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,harry potter,Who doesn't?,male,2001
4359,Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,ron weasley,Ahh!,male,2001
4360,Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,harry potter,What's happening?,male,2001
4361,Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,hermione granger,"The staircases change, remember?",female,2001
4362,Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,harry potter,Let's go this way.,male,2001
4363,Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,ron weasley,Before the staircase moves again.,male,2001
4364,Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,harry potter,Does anyone feel like...we shouldn't be here?,male,2001
4365,Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,hermione granger,We're not supposed to be here. This is the 3rd floor. It's forbidden.,female,2001
4366,Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,harry potter,Let's go.,male,2001
4367,Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,ron weasley,It's Filch's cat!,male,2001
4368,Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,harry potter,Run!,male,2001
4369,Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,harry potter,Quick! Let’s hide though that door!,male,2001
4370,Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,harry potter,It's locked!,male,2001
4371,Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,ron weasley,"That's it, we're done for!",male,2001
4372,Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,hermione granger,"Oh, move over!  Alohomora.  Get in.",female,2001
4373,Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,ron weasley,Alohomora?,male,2001
4374,Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,hermione granger,"Standard book of spells, Chapter 7.",female,2001
4375,Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,argus filch,"Anyone here, my sweet?  Come on.",male,2001
4376,Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,hermione granger,Filch is gone.,female,2001
4377,Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,ron weasley,Probably thinks this door's locked.,male,2001
4378,Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,hermione granger,It was locked.,female,2001
4379,Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,harry potter,And for good reason.,male,2001
4380,Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,all,AHHHHHHH!,mixed/unknown,2001
4381,Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,ron weasley,What do they think they're doing?? Keeping a thing like that locked up in a school.,male,2001
4382,Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,hermione granger,"You don't use your eyes, do you? Didn't you see what it was standing on?",female,2001
4383,Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,ron weasley,"I wasn't looking at its feet! I was a bit preoccupied with its heads. Or maybe you didn't notice, there were three!",male,2001
4384,Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,hermione granger,It was standing on a trap door. Which means it wasn't there by accident. It's guarding something.,female,2001
4385,Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,harry potter,Guarding something?,male,2001
4386,Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,hermione granger,"That's right. Now, if you two don't mind, I'm going to bed before either of you come up with another clever idea to get us killed... or worse, expelled!",female,2001
4387,Harry Potter and the Philosopher's Stone,Three-Headed Sentinel,ron weasley,She needs to sort out her priorities!,male,2001
4388,Harry Potter and the Philosopher's Stone,Facts and Feathers,oliver wood,"Quidditch is easy enough to understand. Each time has seven players, 3 chasers, 2 beaters, 1 keeper and a seeker. That's you. There are three kinds of balls.  This one's called the Quaffle. Now, the chasers handle the Quaffle and try to put it through one of those three hoops.  The keeper, that's me, defends the hoops.  With me so far?",male,2001
4389,Harry Potter and the Philosopher's Stone,Facts and Feathers,harry potter,I think so. What are those?,male,2001
4390,Harry Potter and the Philosopher's Stone,Facts and Feathers,oliver wood,"You better take this.  Careful now, it's comin' back.  Eh, not bad, Potter, you'd make a fair beater... Uh-oh.",male,2001
4391,Harry Potter and the Philosopher's Stone,Facts and Feathers,harry potter,What is that?,male,2001
